journal|year|author|repec
American Economic Review|2011|Yuval Salant|psi784
American Economic Review|2011|Ulrike Malmendier|pma1397
American Economic Review|2011|Young Han Lee|none
American Economic Review|2011|Wojciech Olszewski|pol76
American Economic Review|2011|Alvaro Sandroni|none
American Economic Review|2011|Steffen Huck|phu141
American Economic Review|2011|Andrew J. Seltzer|pse58
American Economic Review|2011|Brian Wallace|pwa89
American Economic Review|2011|Bernardo Guimaraes|pgu115
American Economic Review|2011|Kevin D. Sheedy|psh236
American Economic Review|2011|Francisco Covas|pco180
American Economic Review|2011|Wouter J. Den Haan|pde12
American Economic Review|2011|Elena Reutskaja|none
American Economic Review|2011|Rosemarie Nagel|pna134
American Economic Review|2011|Colin F. Camerer|pca47
American Economic Review|2011|Antonio Rangel|none
American Economic Review|2011|Shimon Kogan|none
American Economic Review|2011|Anthony M. Kwasnica|none
American Economic Review|2011|Roberto A. Weber|pwe237
American Economic Review|2011|Meta Brown|pbr291
American Economic Review|2011|Christopher J. Flinn|pfl8
American Economic Review|2011|Andrew Schotter|psc146
American Economic Review|2011|Steven D. Levitt|ple59
American Economic Review|2011|John A. List|pli176
American Economic Review|2011|Sally E. Sadoff|none
American Economic Review|2011|Andrea Isoni|pis176
American Economic Review|2011|Graham Loomes|plo422
American Economic Review|2011|Robert Sugden|psu169
American Economic Review|2011|Charles R. Plott|ppl81
American Economic Review|2011|Kathryn Zeiler|none
American Economic Review|2011|Christoph Brunner|none
American Economic Review|2011|Colin F. Camerer|pca47
American Economic Review|2011|Jacob K. Goeree|pgo37
American Economic Review|2011|Reinhard Selten|pse24
American Economic Review|2011|Thorsten Chmura|pch621
American Economic Review|2011|Sebastian J. Goerg|pgo244
American Economic Review|2011|Janet Currie|pcu13
American Economic Review|2011|Courtney C. Coile|pco557
American Economic Review|2011|Phillip B. Levine|ple553
American Economic Review|2011|Gopi Shah Goda|pgo431
American Economic Review|2011|John B. Shoven|none
American Economic Review|2011|Sita Nataraj Slavov|pna81
American Economic Review|2011|Tami Gurley-Calvez|none
American Economic Review|2011|Brian Hill|phi123
American Economic Review|2011|Brian Hill|phi123
American Economic Review|2011|Brooke Helppie McFall|none
American Economic Review|2011|Daniel Hosken|none
American Economic Review|2011|Louis Silvia|none
American Economic Review|2011|Christopher Taylor|none
American Economic Review|2011|Matthew C. Weinberg|pwe301
American Economic Review|2011|Christopher R. Knittel|pkn5
American Economic Review|2011|Konstantinos Metaxoglou|none
American Economic Review|2011|Bevin Ashenmiller|none
American Economic Review|2011|W. Kip Viscusi|pvi69
American Economic Review|2011|Joel Huber|none
American Economic Review|2011|Jason Bell|none
American Economic Review|2011|Thomas Kinnaman|none
American Economic Review|2011|Hide-Fumi Yokoo|pyo96
American Economic Review|2011|Nils Kok|pko380
American Economic Review|2011|Marquise McGraw|pmc259
American Economic Review|2011|John M. Quigley|pqu1
American Economic Review|2011|Frank A. Wolak|none
American Economic Review|2011|Dora L. Costa|pco358
American Economic Review|2011|Matthew E. Kahn|pka41
American Economic Review|2011|Ali Hortacsu|pho408
American Economic Review|2011|Gregor Matvos|none
American Economic Review|2011|Chaehee Shin|none
American Economic Review|2011|Chad Syverson|psy13
American Economic Review|2011|Sriram Venkataraman|none
American Economic Review|2011|Hunt Allcott|pal171
American Economic Review|2011|Mark R. Jacobsen|none
American Economic Review|2011|Soren T. Anderson|pan315
American Economic Review|2011|Ryan Kellogg|pke157
American Economic Review|2011|James M. Sallee|psa1187
American Economic Review|2011|Richard T. Curtin|none
American Economic Review|2011|Adam Ashcraft|pas35
American Economic Review|2011|Paul Goldsmith-Pinkham|pgo624
American Economic Review|2011|Peter Hull|phu366
American Economic Review|2011|James Vickery|pvi152
American Economic Review|2011|Heski Bar-Isaac|pba94
American Economic Review|2011|Joel Shapiro|psh297
American Economic Review|2011|John M. Griffin|none
American Economic Review|2011|Dragon Yongjun Tang|none
American Economic Review|2011|Jie He|phe178
American Economic Review|2011|Jun Qian|pqi75
American Economic Review|2011|Philip E. Strahan|none
American Economic Review|2011|David A. Jaeger|pja17
American Economic Review|2011|Karl Storchmann|pst141
American Economic Review|2011|Jean-Michel Chevet|pvi93
American Economic Review|2011|Michael Visser|pvi93
American Economic Review|2011|Peter W. Roberts|none
American Economic Review|2011|Mukti Khaire|none
American Economic Review|2011|Christopher I. Rider|none
American Economic Review|2011|Robin Cross|none
American Economic Review|2011|Andrew J. Plantinga|none
American Economic Review|2011|Robert N. Stavins|pst167
American Economic Review|2011|Anthony B. Atkinson|pat36
American Economic Review|2011|Jagdish Bhagwati|none
American Economic Review|2011|Benjamin M. Friedman|none
American Economic Review|2011|Robert J. Shiller|psh69
American Economic Review|2011|Virginia M. Shiller|none
American Economic Review|2011|Wendy A. Stock|none
American Economic Review|2011|John J. Siegfried|psi31
American Economic Review|2011|T. Aldrich Finegan|none
American Economic Review|2011|Vernon Henderson|phe30
American Economic Review|2011|Adam Storeygard|pst380
American Economic Review|2011|David N. Weil|pwe24
American Economic Review|2011|John S. Greenlees|pmc304
American Economic Review|2011|Robert McClelland|pmc304
American Economic Review|2011|Karen N. Eggleston|peg13
American Economic Review|2011|Nilay D. Shah|none
American Economic Review|2011|Steven A. Smith|psm79
American Economic Review|2011|Steven A. Smith|psm79
American Economic Review|2011|Ernst R. Berndt|none
American Economic Review|2011|Joseph P. Newhouse|pne27
American Economic Review|2011|Orley Ashenfelter|none
American Economic Review|2011|Kathryn Graddy|pgr151
American Economic Review|2011|Cedric Ceulemans|none
American Economic Review|2011|Victor Ginsburgh|pgi102
American Economic Review|2011|Patrick Legros|ple192
American Economic Review|2011|William N. Goetzmann|pgo59
American Economic Review|2011|Luc Renneboog|pre160
American Economic Review|2011|Christophe Spaenjers|none
American Economic Review|2011|Jonathan S. Feinstein|pfe36
American Economic Review|2011|Severin Borenstein|pbo78
American Economic Review|2011|Paul L. Joskow|pjo110
American Economic Review|2011|Randall S. Kroszner|none
American Economic Review|2011|Philip E. Strahan|none
American Economic Review|2011|Frank A. Wolak|none
American Economic Review|2011|Lawrence H. Goulder|none
American Economic Review|2011|Robert N. Stavins|pst167
American Economic Review|2011|Carolyn Fischer|pfi105
American Economic Review|2011|Alan K. Fox|pfi105
American Economic Review|2011|Alan K. Fox|pfi105
American Economic Review|2011|James B. Bushnell|pbu181
American Economic Review|2011|Erin T. Mansur|pma874
American Economic Review|2011|Hilary Sigman|psi55
American Economic Review|2011|Howard F. Chang|psi55
American Economic Review|2011|Steven Shavell|psh42
American Economic Review|2011|Louis Kaplow|pka44
American Economic Review|2011|Betsey Stevenson|pst145
American Economic Review|2011|Justin Wolfers|pwo9
American Economic Review|2011|Dana Chandler|none
American Economic Review|2011|Steven D. Levitt|ple59
American Economic Review|2011|John A. List|pli176
American Economic Review|2011|Andrei A. Levchenko|ple223
American Economic Review|2011|Logan T. Lewis|ple475
American Economic Review|2011|Linda L. Tesar|pte111
American Economic Review|2011|JaeBin Ahn|pah105
American Economic Review|2011|Mary Amiti|pam39
American Economic Review|2011|David E. Weinstein|pwe34
American Economic Review|2011|George Alessandria|pal70
American Economic Review|2011|Joseph P. Kaboski|pka175
American Economic Review|2011|Virgiliu Midrigan|pmi156
American Economic Review|2011|Rudolfs Bems|pbe208
American Economic Review|2011|Robert C. Johnson|pbe208
American Economic Review|2011|Robert C. Johnson|pbe208
American Economic Review|2011|Kei-Mu Yi|pyi44
American Economic Review|2011|John A. List|pli176
American Economic Review|2011|Paul J. Ferraro|pfe373
American Economic Review|2011|Juan Jose Miranda|pmi780
American Economic Review|2011|Michael K. Price|ppr89
American Economic Review|2011|Omar Al-Ubaydli|pal295
American Economic Review|2011|Min Lee|none
American Economic Review|2011|Maarten Voors|pvo144
American Economic Review|2011|Erwin Bulte|pbu155
American Economic Review|2011|Andreas Kontoleon|pko183
American Economic Review|2011|John A. List|pli176
American Economic Review|2011|Ty Turley|none
American Economic Review|2011|Joshua D. Angrist|pan29
American Economic Review|2011|Stacey H. Chen|pch141
American Economic Review|2011|Jae Song|pso277
American Economic Review|2011|David H. Autor|pdo78
American Economic Review|2011|David H. Autor|pdo78
American Economic Review|2011|David H. Autor|pdo78
American Economic Review|2011|Mark G. Duggan|pdu194
American Economic Review|2011|David S. Lyle|pau9
American Economic Review|2011|David S. Lyle|pau9
American Economic Review|2011|Peter Siminski|none
American Economic Review|2011|Simon Ville|pvi245
American Economic Review|2011|Dalton Conley|none
American Economic Review|2011|Jennifer Heerwig|none
American Economic Review|2011|William J. Collins|pco315
American Economic Review|2011|Robert A. Margo|pma319
American Economic Review|2011|Richard R. W. Brooks|none
American Economic Review|2011|Trevor M. Kollmann|pko475
American Economic Review|2011|Price V. Fishback|pfi13
American Economic Review|2011|Melinda C. Miller|none
American Economic Review|2011|Jason Abaluck|none
American Economic Review|2011|Jonathan Gruber|pgr20
American Economic Review|2011|Dana P. Goldman|pgo681
American Economic Review|2011|Geoffrey F. Joyce|pjo397
American Economic Review|2011|William B. Vogt|pvo14
American Economic Review|2011|Mark G. Duggan|pdu194
American Economic Review|2011|Fiona Scott Morton|none
American Economic Review|2011|Yuting Zhang|pzh829
American Economic Review|2011|Joseph P. Newhouse|pne27
American Economic Review|2011|Katherine Baicker|none
American Economic Review|2011|Nicolas Coeurdacier|pco481
American Economic Review|2011|Helene Rey|pre8
American Economic Review|2011|Pablo Winant|pwi205
American Economic Review|2011|Tarek A. Hassan|pha489
American Economic Review|2011|Thomas M. Mertens|pme415
American Economic Review|2011|Xavier Gabaix|pga174
American Economic Review|2011|Philippe Bacchetta|pba111
American Economic Review|2011|Cedric Tille|pti5
American Economic Review|2011|Eric van Wincoop|pva387
American Economic Review|2011|Karel Mertens|pme280
American Economic Review|2011|Morten O. Ravn|pra16
American Economic Review|2011|Emir Kamenica|none
American Economic Review|2011|Sendhil Mullainathan|pmu103
American Economic Review|2011|Richard Thaler|pth67
American Economic Review|2011|George Loewenstein|plo51
American Economic Review|2011|Daylian M. Cain|none
American Economic Review|2011|Sunita Sah|plo51
American Economic Review|2011|Lauren E. Willis|none
American Economic Review|2011|Janet Currie|pcu13
American Economic Review|2011|Michael Greenstone|pgr38
American Economic Review|2011|Enrico Moretti|pmo392
American Economic Review|2011|W. Reed Walker|pwa410
American Economic Review|2011|Joshua Graff Zivin|pgr314
American Economic Review|2011|Matthew Neidell|pne362
American Economic Review|2011|Wolfram Schlenker|psc210
American Economic Review|2011|Michael R. Ransom|pra409
American Economic Review|2011|Val E. Lambson|pla235
American Economic Review|2011|Torberg Falch|pfa42
American Economic Review|2011|Michael J. Hilmer|none
American Economic Review|2011|Christiana E. Hilmer|none
American Economic Review|2011|Raj Chetty|pch161
American Economic Review|2011|Adam Guren|pgu538
American Economic Review|2011|Day Manoli|pma1770
American Economic Review|2011|Andrea Weber|pwe32
American Economic Review|2011|Yongsung Chang|pch20
American Economic Review|2011|Sun-Bin Kim|pki155
American Economic Review|2011|Kyooho Kwon|pki155
American Economic Review|2011|Richard Rogerson|pro53
American Economic Review|2011|Richard Blundell|pbl81
American Economic Review|2011|Antoine Bozio|pbo439
American Economic Review|2011|Guy Laroque|pla208
American Economic Review|2011|Lars Ljungqvist|plj7
American Economic Review|2011|Thomas J. Sargent|psa83
American Economic Review|2011|Thomas J. Sargent|psa83
American Economic Review|2011|Yuriy Gorodnichenko|pgo175
American Economic Review|2011|Gerard Roland|pro20
American Economic Review|2011|Alberto Alesina|pal207
American Economic Review|2011|Paola Giuliano|pgi66
American Economic Review|2011|Nathan Nunn|pnu17
American Economic Review|2011|Pauline Grosjean|pgr209
American Economic Review|2011|Pamela Jakiela|pja260
American Economic Review|2011|Stepan Jurajda|pju20
American Economic Review|2011|Daniel Munich|psa339
American Economic Review|2011|Daniel Munich|psa339
American Economic Review|2011|Gabor Kertesi|pke76
American Economic Review|2011|Gabor Kertesi|pke76
